iteration,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps
569,0.32,0.4932,-0.01,3.486,584.09,1992.21,0.7509,4.636,18.3396,0.2282,8.3454,-2.2659,-0.0025,-0.4271,-0.1818,-0.5702,-0.1958,-0.3012,-0.0157,-0.1223,5.5358,1.3337,0.2987,0.9447,0.0086,0.0467,67032000.0
570,0.32,0.4965,-0.0058,3.4903,601.17,1992.65,0.7318,4.6519,21.1256,0.2326,8.4559,-2.2915,-0.0022,-0.404,-0.1697,-0.5352,-0.188,-0.2909,-0.0156,-0.1215,5.5359,1.0795,0.2806,0.9451,0.0086,0.0463,67149600.0
571,0.32,0.5004,-0.0115,3.4614,611.06,1987.4,0.707,4.6722,20.4448,0.247,8.5512,-2.3007,-0.002,-0.3743,-0.1529,-0.4833,-0.1683,-0.2795,-0.0151,-0.119,5.5381,1.1568,0.2551,0.9457,0.0085,0.0458,67267200.0
572,0.32,0.4959,-0.006,3.4482,578.85,1983.94,0.7574,4.6297,18.6288,0.2348,8.2985,-2.2407,-0.0025,-0.4248,-0.1761,-0.5282,-0.1809,-0.2971,-0.0155,-0.1206,5.541,1.3386,0.2894,0.9453,0.0084,0.0463,67384800.0
573,0.32,0.5027,-0.0127,3.4186,583.6,1985.33,0.7343,4.634,19.4937,0.2367,8.3845,-2.2664,-0.0023,-0.4042,-0.1624,-0.4898,-0.1523,-0.2875,-0.0149,-0.1194,5.5444,1.1556,0.2745,0.9454,0.0082,0.0464,67502400.0
574,0.32,0.5071,-0.0088,3.405,605.36,1995.16,0.7751,4.6504,20.3267,0.2337,8.3045,-2.2609,-0.0026,-0.433,-0.1748,-0.5417,-0.1582,-0.2984,-0.0153,-0.1201,5.5429,1.21,0.2956,0.9454,0.0081,0.0465,67620000.0
575,0.32,0.5301,-0.0088,3.3981,589.74,1975.49,0.7321,4.605,18.6739,0.224,8.3532,-2.2784,-0.0022,-0.4108,-0.1857,-0.5118,-0.1494,-0.2905,-0.0151,-0.1196,5.5455,1.3144,0.2859,0.9461,0.0081,0.0459,67737600.0
576,0.32,0.5302,-0.0086,3.3845,582.99,1950.77,0.7518,4.5588,20.537,0.2179,8.2211,-2.2324,-0.0024,-0.4247,-0.1846,-0.5696,-0.1576,-0.2927,-0.015,-0.1187,5.548,1.0946,0.3001,0.9458,0.0083,0.0459,67855200.0
577,0.32,0.5371,-0.0105,3.3579,596.82,1969.09,0.7696,4.6344,20.6553,0.2353,8.31,-2.2364,-0.0025,-0.4189,-0.1706,-0.5382,-0.1494,-0.2936,-0.015,-0.1187,5.5477,1.0982,0.2904,0.9454,0.0084,0.0462,67972800.0
578,0.32,0.5752,-0.0076,3.3508,576.76,1974.86,0.7349,4.6023,18.1054,0.2313,8.3002,-2.235,-0.0023,-0.4061,-0.1725,-0.5395,-0.166,-0.2912,-0.015,-0.1188,5.5509,1.3414,0.2773,0.9454,0.0084,0.0462,68090400.0
579,0.32,0.5457,-0.0061,3.3344,557.07,1960.85,0.7312,4.6234,17.3121,0.2361,8.366,-2.2455,-0.0023,-0.3981,-0.1647,-0.5159,-0.1549,-0.2897,-0.015,-0.1187,5.5523,1.4395,0.2757,0.9454,0.0087,0.0458,68208000.0
580,0.32,0.5351,-0.0102,3.3125,578.41,1975.27,0.7433,4.6034,20.0296,0.2226,8.3203,-2.2745,-0.0024,-0.4148,-0.1769,-0.556,-0.1695,-0.298,-0.0153,-0.1202,5.5521,1.1095,0.2969,0.9455,0.0088,0.0457,68325600.0
581,0.32,0.5299,-0.0077,3.3093,592.9,1984.68,0.7133,4.64,19.2394,0.2277,8.4821,-2.2874,-0.002,-0.3969,-0.1693,-0.5067,-0.1535,-0.2889,-0.015,-0.1195,5.5482,1.2274,0.2738,0.9455,0.0088,0.0458,68443200.0
582,0.32,0.5291,-0.0073,3.3066,577.32,1979.93,0.703,4.6025,18.3308,0.2294,8.4078,-2.2803,-0.0021,-0.3889,-0.169,-0.5147,-0.1773,-0.2886,-0.0152,-0.1198,5.5479,1.331,0.2693,0.9454,0.009,0.0456,68560800.0
583,0.32,0.5201,-0.0114,3.2898,577.94,1991.26,0.74,4.6651,18.0152,0.2341,8.435,-2.2707,-0.0023,-0.4061,-0.1645,-0.5268,-0.1663,-0.2964,-0.0152,-0.121,5.5489,1.3905,0.2788,0.9454,0.009,0.0456,68678400.0
584,0.32,0.5211,-0.0095,3.2883,603.96,1994.46,0.7807,4.6469,21.0977,0.2296,8.2841,-2.2353,-0.0026,-0.4353,-0.1799,-0.5555,-0.1647,-0.2992,-0.0153,-0.1213,5.5517,1.1079,0.2946,0.9454,0.009,0.0456,68796000.0
585,0.32,0.5182,-0.0091,3.2718,597.54,1988.38,0.7649,4.623,19.2326,0.2327,8.2712,-2.2154,-0.0025,-0.414,-0.171,-0.5146,-0.1433,-0.2964,-0.015,-0.1187,5.5504,1.2641,0.2892,0.9452,0.009,0.0458,68913600.0
586,0.32,0.518,-0.0088,3.26,605.69,1993.59,0.7591,4.6421,20.6613,0.2283,8.3506,-2.2457,-0.0025,-0.416,-0.1789,-0.5564,-0.1687,-0.2967,-0.0155,-0.1209,5.5541,1.0937,0.2891,0.9451,0.009,0.0459,69031200.0
587,0.32,0.5218,-0.0111,3.2535,605.96,1995.39,0.7859,4.6387,18.9404,0.226,8.2681,-2.2397,-0.0027,-0.4388,-0.1817,-0.5548,-0.1707,-0.3026,-0.0155,-0.1211,5.5564,1.2577,0.3026,0.9457,0.0088,0.0455,69148800.0
588,0.32,0.5359,-0.0095,3.2323,601.53,1989.25,0.773,4.6488,20.5625,0.2369,8.289,-2.2115,-0.0026,-0.42,-0.167,-0.544,-0.1664,-0.2948,-0.0152,-0.1202,5.556,1.1842,0.2815,0.9452,0.0088,0.046,69266400.0
589,0.32,0.5357,-0.0076,3.2245,600.49,1985.31,0.7632,4.6192,19.9665,0.2322,8.2611,-2.2197,-0.0025,-0.4202,-0.1734,-0.5235,-0.1716,-0.2984,-0.0154,-0.1198,5.5576,1.1264,0.2854,0.9443,0.0088,0.0469,69384000.0
590,0.32,0.5302,-0.0083,3.2056,579.5,1992.93,0.7478,4.641,17.5754,0.232,8.3658,-2.2282,-0.0023,-0.4038,-0.1688,-0.5232,-0.1518,-0.2947,-0.0151,-0.1199,5.5568,1.4151,0.2765,0.944,0.0088,0.0472,69501600.0
591,0.32,0.5382,-0.0087,3.1954,593.82,1992.85,0.7536,4.6546,21.3475,0.2346,8.3741,-2.2402,-0.0024,-0.4147,-0.1722,-0.5024,-0.164,-0.2948,-0.0151,-0.12,5.5583,1.0686,0.2785,0.9445,0.0086,0.0469,69619200.0
592,0.32,0.5408,-0.012,3.1785,601.17,1983.22,0.785,4.6091,18.7419,0.2294,8.221,-2.2159,-0.0026,-0.4343,-0.1781,-0.5458,-0.1896,-0.2981,-0.0155,-0.1212,5.5593,1.2636,0.3013,0.9444,0.0086,0.047,69736800.0
593,0.32,0.5406,-0.0073,3.1727,577.9,1991.52,0.733,4.675,18.9453,0.2371,8.4985,-2.2806,-0.0022,-0.3996,-0.1644,-0.528,-0.1523,-0.2914,-0.015,-0.1195,5.5599,1.2392,0.274,0.9447,0.0086,0.0467,69854400.0
594,0.32,0.5409,-0.0096,3.1478,586.85,1986.47,0.717,4.5755,20.3532,0.2367,8.2961,-2.1989,-0.0021,-0.3907,-0.1598,-0.4891,-0.1274,-0.2851,-0.0144,-0.1163,5.5604,1.0977,0.2616,0.9447,0.0086,0.0467,69972000.0
595,0.31,0.5423,-0.009,3.1336,569.76,1961.14,0.7471,4.5493,18.5419,0.2335,8.1605,-2.1824,-0.0024,-0.403,-0.1594,-0.5205,-0.1689,-0.291,-0.015,-0.1171,5.5584,1.2704,0.2788,0.944,0.0086,0.0474,70089600.0
596,0.31,0.5515,-0.0082,3.1232,570.54,1964.18,0.7355,4.6179,19.6335,0.2297,8.3422,-2.2272,-0.0022,-0.402,-0.1681,-0.5196,-0.1449,-0.2913,-0.0149,-0.1184,5.5632,1.1599,0.2686,0.9437,0.0088,0.0475,70207200.0
597,0.31,0.5456,-0.0092,3.1039,586.59,1969.98,0.7267,4.6114,18.9116,0.2326,8.3566,-2.2298,-0.0022,-0.395,-0.1647,-0.515,-0.1499,-0.2898,-0.015,-0.119,5.564,1.2273,0.2643,0.9434,0.0087,0.0479,70324800.0
598,0.31,0.5163,-0.0071,3.0959,577.25,1988.62,0.8012,4.6322,18.2374,0.2326,8.1628,-2.1918,-0.0029,-0.4492,-0.1845,-0.5588,-0.1897,-0.309,-0.0158,-0.1228,5.5645,1.3454,0.304,0.9435,0.0086,0.0479,70442400.0
599,0.31,0.5034,-0.0112,3.0647,582.01,1992.76,0.7529,4.6574,19.1984,0.2328,8.4082,-2.2488,-0.0023,-0.4104,-0.1733,-0.4993,-0.1345,-0.2966,-0.0149,-0.1196,5.5663,1.2614,0.2861,0.9437,0.0085,0.0478,70560000.0
600,0.31,0.506,-0.0084,3.0639,589.46,1997.03,0.7813,4.6478,19.6425,0.2294,8.2729,-2.2076,-0.0026,-0.4306,-0.178,-0.5344,-0.1636,-0.3021,-0.0153,-0.1211,5.5699,1.2312,0.2928,0.9446,0.0083,0.0471,70677600.0
601,0.31,0.5516,-0.0084,3.041,594.11,1980.64,0.7715,4.5764,18.9803,0.224,8.1602,-2.174,-0.0025,-0.4204,-0.1765,-0.5228,-0.1537,-0.2963,-0.0149,-0.1195,5.5652,1.2369,0.2881,0.9449,0.0081,0.047,70795200.0
602,0.31,0.5093,-0.0118,3.0306,582.29,1982.94,0.7442,4.6579,18.6358,0.2349,8.3985,-2.2399,-0.0023,-0.4045,-0.1687,-0.5298,-0.1909,-0.2993,-0.0157,-0.1222,5.5586,1.3008,0.2747,0.9444,0.0082,0.0474,70912800.0
603,0.31,0.5186,-0.0077,3.0241,574.67,1988.36,0.7887,4.6301,18.6458,0.2302,8.2298,-2.1829,-0.0026,-0.4301,-0.176,-0.5459,-0.1665,-0.3001,-0.0152,-0.1199,5.5608,1.3005,0.2904,0.9444,0.0079,0.0477,71030400.0
604,0.31,0.5126,-0.006,3.0084,595.18,1985.17,0.7541,4.6371,20.9602,0.237,8.3433,-2.2096,-0.0024,-0.4059,-0.1654,-0.5276,-0.1676,-0.2949,-0.0153,-0.1201,5.5624,1.1037,0.2762,0.9449,0.0078,0.0474,71148000.0
605,0.31,0.5159,-0.0107,2.9923,599.2,1990.92,0.7529,4.6459,19.6463,0.235,8.3464,-2.2308,-0.0023,-0.4054,-0.167,-0.5264,-0.172,-0.2936,-0.0152,-0.1195,5.5597,1.1902,0.2689,0.9448,0.0078,0.0475,71265600.0
606,0.31,0.5169,-0.0059,2.9724,590.88,1991.42,0.7684,4.6384,19.2632,0.2341,8.2968,-2.1953,-0.0025,-0.4156,-0.1656,-0.5211,-0.1705,-0.2973,-0.0153,-0.1203,5.564,1.2156,0.2801,0.9447,0.0078,0.0475,71383200.0
607,0.31,0.5113,-0.012,2.9382,598.32,1989.26,0.7559,4.6405,20.554,0.2323,8.3561,-2.2152,-0.0024,-0.4129,-0.1722,-0.5323,-0.1687,-0.2951,-0.0152,-0.1211,5.5679,1.0855,0.2798,0.9446,0.0078,0.0476,71500800.0
608,0.31,0.5289,-0.0073,2.9341,587.98,1974.41,0.7361,4.6367,19.5281,0.2297,8.3932,-2.2426,-0.0023,-0.4053,-0.1755,-0.5211,-0.17,-0.2958,-0.0153,-0.1209,5.568,1.2537,0.2783,0.9444,0.0074,0.0482,71618400.0
609,0.31,0.5018,-0.0118,2.909,584.59,1980.81,0.7698,4.6445,19.6094,0.2256,8.3137,-2.2103,-0.0025,-0.421,-0.1779,-0.5502,-0.1566,-0.3024,-0.0154,-0.1203,5.5703,1.2508,0.2924,0.9446,0.0072,0.0482,71736000.0
610,0.31,0.5027,-0.0086,2.9064,593.67,1990.18,0.7149,4.6805,19.7499,0.2378,8.5435,-2.2751,-0.002,-0.3834,-0.1653,-0.4879,-0.1431,-0.2885,-0.0148,-0.1183,5.5722,1.2097,0.2561,0.9454,0.0069,0.0477,71853600.0
611,0.31,0.5011,-0.0091,2.8845,591.77,1986.83,0.7326,4.6304,19.2098,0.2363,8.3526,-2.1952,-0.0023,-0.3965,-0.1673,-0.5448,-0.1996,-0.2951,-0.0158,-0.1217,5.5691,1.2696,0.2654,0.9454,0.0067,0.0478,71971200.0
612,0.31,0.5006,-0.0077,2.8712,601.4,1983.19,0.7314,4.631,19.5167,0.2286,8.4073,-2.2256,-0.0022,-0.3948,-0.1671,-0.5545,-0.1665,-0.292,-0.0152,-0.1196,5.5678,1.1784,0.2717,0.9455,0.0066,0.0479,72088800.0
613,0.31,0.5344,-0.0103,2.8396,599.46,1985.36,0.8227,4.6375,18.8037,0.2425,8.1063,-2.1346,-0.003,-0.4363,-0.1694,-0.5025,-0.1856,-0.3048,-0.0155,-0.1205,5.5686,1.3489,0.2864,0.9448,0.0064,0.0488,72206400.0
614,0.31,0.4963,-0.0094,2.8329,585.69,1982.76,0.7281,4.6153,18.9106,0.2343,8.3424,-2.2056,-0.0023,-0.3909,-0.1687,-0.512,-0.1546,-0.2948,-0.0152,-0.1188,5.5731,1.2386,0.2678,0.9444,0.0065,0.0491,72324000.0
615,0.31,0.4986,-0.0078,2.8318,585.11,1978.01,0.7287,4.6432,19.7783,0.2321,8.4182,-2.2448,-0.0023,-0.3993,-0.1749,-0.5267,-0.1566,-0.2966,-0.0152,-0.1202,5.5724,1.2429,0.2767,0.9437,0.0065,0.0498,72441600.0
616,0.31,0.5309,-0.0071,2.8067,582.59,1973.72,0.7588,4.5983,19.9052,0.2323,8.2176,-2.1737,-0.0024,-0.4076,-0.1712,-0.5197,-0.1798,-0.2922,-0.0153,-0.119,5.5735,1.1923,0.2681,0.9436,0.0064,0.05,72559200.0
617,0.31,0.4933,-0.0114,2.7933,586.43,1989.84,0.7332,4.6714,20.0943,0.2314,8.4627,-2.2425,-0.0022,-0.3963,-0.1758,-0.5257,-0.1631,-0.2948,-0.0154,-0.1198,5.5766,1.1641,0.2668,0.9435,0.0063,0.0502,72676800.0
618,0.31,0.4933,-0.0086,2.7799,586.67,1996.86,0.7293,4.6877,19.154,0.2311,8.5114,-2.2493,-0.0021,-0.3911,-0.1779,-0.5279,-0.1747,-0.2943,-0.0156,-0.1202,5.5805,1.2704,0.2642,0.9438,0.0063,0.0498,72794400.0
619,0.31,0.493,-0.011,2.7634,602.08,1993.38,0.7652,4.6188,20.5913,0.2276,8.2832,-2.1755,-0.0024,-0.4107,-0.1715,-0.5202,-0.1434,-0.2957,-0.0149,-0.1188,5.5757,1.1185,0.2824,0.944,0.0062,0.0498,72912000.0
620,0.31,0.495,-0.0089,2.7559,595.39,1979.81,0.7998,4.6182,19.2016,0.231,8.1595,-2.1389,-0.0027,-0.4273,-0.1769,-0.5276,-0.1456,-0.3029,-0.0151,-0.1187,5.5748,1.253,0.2923,0.9442,0.0062,0.0496,73029600.0
621,0.31,0.4857,-0.0074,2.7556,583.82,1986.93,0.7562,4.6476,19.7801,0.2218,8.347,-2.2025,-0.0024,-0.4128,-0.184,-0.5448,-0.1733,-0.3021,-0.0157,-0.1211,5.5772,1.237,0.2832,0.9438,0.0061,0.0501,73147200.0
622,0.31,0.481,-0.01,2.755,585.18,1988.73,0.7604,4.6457,18.4396,0.2303,8.3209,-2.1883,-0.0024,-0.4106,-0.1733,-0.5501,-0.1693,-0.2985,-0.0153,-0.1195,5.5793,1.3083,0.2758,0.9435,0.0061,0.0504,73264800.0
623,0.31,0.5359,-0.0092,2.7511,594.59,1969.91,0.7478,4.5636,19.9505,0.2261,8.1808,-2.1558,-0.0023,-0.4043,-0.1723,-0.5253,-0.1693,-0.292,-0.015,-0.1175,5.5769,1.1282,0.2711,0.9436,0.006,0.0504,73382400.0
624,0.3,0.4895,-0.0074,2.7354,588.77,1953.96,0.7597,4.6389,20.1416,0.2356,8.3128,-2.1821,-0.0024,-0.4003,-0.1713,-0.5008,-0.1415,-0.2939,-0.0149,-0.118,5.5772,1.168,0.2689,0.9434,0.0063,0.0503,73500000.0
625,0.3,0.5324,-0.0085,2.7321,591.61,1984.18,0.7326,4.6318,19.4445,0.2293,8.3821,-2.214,-0.0023,-0.3961,-0.1729,-0.5188,-0.1828,-0.2958,-0.0156,-0.121,5.5811,1.1918,0.2764,0.9442,0.0061,0.0497,73617600.0
626,0.3,0.4802,-0.0114,2.7179,587.47,1975.1,0.7677,4.6272,19.3937,0.2311,8.2645,-2.1592,-0.0024,-0.4104,-0.1714,-0.5263,-0.1354,-0.2967,-0.0148,-0.1177,5.5799,1.2603,0.2767,0.9438,0.0063,0.0499,73735200.0
627,0.3,0.4777,-0.0078,2.6976,596.1,1992.95,0.7544,4.6686,19.9603,0.2288,8.432,-2.2233,-0.0023,-0.4072,-0.1767,-0.5362,-0.1453,-0.2948,-0.0149,-0.1188,5.5829,1.2287,0.2819,0.9435,0.0063,0.0501,73852800.0
628,0.3,0.4757,-0.0079,2.6758,602.07,1990.87,0.7428,4.6505,19.888,0.226,8.379,-2.2013,-0.0022,-0.4012,-0.1758,-0.5321,-0.1907,-0.2987,-0.0156,-0.1219,5.5883,1.1878,0.2708,0.9442,0.0062,0.0496,73970400.0
629,0.3,0.4733,-0.0081,2.6524,582.95,1996.8,0.7319,4.679,18.5612,0.2309,8.4795,-2.2178,-0.0022,-0.3938,-0.1678,-0.5524,-0.2104,-0.2965,-0.0159,-0.1225,5.5948,1.3311,0.2678,0.9448,0.006,0.0492,74088000.0
630,0.3,0.4667,-0.0091,2.6549,591.29,1986.03,0.7508,4.6233,20.2654,0.222,8.3292,-2.1945,-0.0023,-0.4021,-0.1742,-0.5171,-0.1438,-0.2935,-0.015,-0.1172,5.5926,1.1152,0.2756,0.9444,0.0057,0.0499,74205600.0
631,0.3,0.5212,-0.0077,2.6482,598.28,1977.04,0.7347,4.604,18.9662,0.2274,8.3135,-2.1685,-0.0023,-0.3989,-0.1688,-0.5013,-0.1529,-0.2933,-0.0149,-0.1178,5.5925,1.2312,0.271,0.9439,0.0056,0.0505,74323200.0
632,0.3,0.4659,-0.0079,2.6404,593.79,1974.19,0.7522,4.6202,19.1042,0.2278,8.2967,-2.1709,-0.0023,-0.4003,-0.172,-0.5084,-0.1433,-0.2917,-0.0148,-0.1176,5.5945,1.2309,0.2677,0.9434,0.0057,0.051,74440800.0
633,0.3,0.5399,-0.0096,2.6325,605.07,1974.5,0.783,4.6493,21.0893,0.2386,8.2634,-2.1471,-0.0026,-0.4116,-0.1689,-0.5141,-0.1602,-0.2974,-0.0153,-0.1184,5.596,1.0075,0.2768,0.9436,0.0055,0.0509,74558400.0
634,0.3,0.5274,-0.0072,2.6284,588.05,1961.03,0.7477,4.596,19.2279,0.2266,8.2651,-2.1612,-0.0024,-0.4032,-0.1739,-0.5409,-0.1847,-0.2933,-0.0154,-0.119,5.5953,1.1975,0.2754,0.9433,0.0058,0.0509,74676000.0
635,0.3,0.4781,-0.0071,2.6254,575.83,1971.03,0.7161,4.6301,19.1696,0.2372,8.3961,-2.1729,-0.0021,-0.3844,-0.1673,-0.5027,-0.1749,-0.2894,-0.0152,-0.1192,5.5899,1.2078,0.2587,0.9429,0.0059,0.0512,74793600.0
636,0.3,0.4689,-0.0089,2.6163,599.62,1985.73,0.7783,4.6485,19.3695,0.2346,8.2791,-2.1512,-0.0026,-0.4115,-0.1744,-0.4968,-0.1399,-0.2972,-0.0151,-0.1181,5.5879,1.1827,0.2763,0.943,0.0058,0.0512,74911200.0
637,0.3,0.4705,-0.0085,2.6052,591.1,1983.72,0.7482,4.5934,18.9456,0.2326,8.2229,-2.1493,-0.0023,-0.4015,-0.1722,-0.4889,-0.1352,-0.2896,-0.0144,-0.1153,5.5892,1.2296,0.2643,0.9424,0.0057,0.0519,75028800.0
638,0.3,0.4728,-0.0122,2.5872,589.43,1980.18,0.7739,4.6233,19.9995,0.2209,8.2587,-2.1446,-0.0026,-0.4249,-0.1853,-0.5895,-0.1925,-0.3032,-0.0157,-0.1215,5.5857,1.1839,0.2978,0.9424,0.0057,0.0519,75146400.0
639,0.3,0.4653,-0.008,2.5827,603.78,1992.82,0.7933,4.6458,20.8331,0.2275,8.2611,-2.1791,-0.0026,-0.4273,-0.1819,-0.5114,-0.1484,-0.3017,-0.0152,-0.118,5.5797,1.0774,0.3,0.9419,0.0057,0.0524,75264000.0
640,0.3,0.464,-0.012,2.5581,604.34,1986.85,0.7696,4.6243,19.5844,0.2323,8.2389,-2.1507,-0.0025,-0.4094,-0.176,-0.4979,-0.1705,-0.2977,-0.0155,-0.1181,5.581,1.2239,0.2769,0.9418,0.0057,0.0525,75381600.0
641,0.3,0.4622,-0.0082,2.5541,584.78,1979.35,0.7442,4.651,19.2921,0.2281,8.371,-2.177,-0.0022,-0.397,-0.1714,-0.5046,-0.1543,-0.2922,-0.0151,-0.1179,5.5821,1.2478,0.2626,0.9413,0.0056,0.0531,75499200.0
642,0.3,0.4641,-0.0078,2.532,569.65,1992.73,0.7518,4.6659,18.3349,0.2342,8.3976,-2.1781,-0.0023,-0.3954,-0.1704,-0.5179,-0.1774,-0.2959,-0.0155,-0.1195,5.5831,1.3228,0.2713,0.9411,0.0055,0.0534,75616800.0
643,0.3,0.4595,-0.0073,2.533,584.76,1988.87,0.7555,4.6347,19.7362,0.2323,8.3092,-2.1688,-0.0024,-0.4018,-0.1685,-0.5255,-0.1577,-0.2944,-0.015,-0.118,5.5862,1.1813,0.2736,0.9408,0.0055,0.0537,75734400.0
644,0.3,0.5143,-0.0113,2.511,606.78,1981.43,0.7711,4.6179,19.6598,0.229,8.2381,-2.1332,-0.0026,-0.4156,-0.1746,-0.5255,-0.1337,-0.2961,-0.0149,-0.1177,5.5907,1.163,0.2797,0.941,0.0055,0.0535,75852000.0
645,0.3,0.4685,-0.0094,2.4976,589.71,1976.31,0.7505,4.6472,19.1231,0.226,8.3608,-2.1735,-0.0023,-0.4036,-0.1774,-0.5159,-0.1539,-0.2959,-0.0151,-0.1185,5.5921,1.2008,0.274,0.9411,0.0053,0.0536,75969600.0
646,0.3,0.4651,-0.0094,2.4801,593.22,1987.38,0.7451,4.6468,19.9259,0.2374,8.3756,-2.1575,-0.0022,-0.3877,-0.1696,-0.5022,-0.163,-0.289,-0.015,-0.1171,5.5909,1.1848,0.2616,0.9411,0.005,0.0539,76087200.0
647,0.3,0.4683,-0.0074,2.4695,599.45,1991.13,0.7415,4.674,20.1388,0.2343,8.4448,-2.1835,-0.0022,-0.3942,-0.1701,-0.5169,-0.1785,-0.2903,-0.0155,-0.119,5.5927,1.1717,0.2645,0.9414,0.0049,0.0537,76204800.0
648,0.3,0.529,-0.0078,2.4639,600.9,1985.16,0.7256,4.5933,19.4263,0.2391,8.2882,-2.125,-0.0022,-0.3757,-0.1586,-0.4725,-0.1479,-0.2857,-0.0147,-0.1151,5.5918,1.1793,0.2508,0.941,0.0049,0.0541,76322400.0
649,0.3,0.4758,-0.0107,2.4363,591.26,1968.47,0.7383,4.6088,18.9334,0.2309,8.3094,-2.1465,-0.0023,-0.3915,-0.1694,-0.519,-0.1695,-0.2882,-0.0151,-0.1182,5.5918,1.2451,0.2612,0.9406,0.0049,0.0545,76440000.0
650,0.3,0.4738,-0.012,2.4017,590.66,1982.3,0.7848,4.6519,19.5431,0.2361,8.2499,-2.1204,-0.0026,-0.411,-0.1688,-0.526,-0.1647,-0.2992,-0.0152,-0.1188,5.5913,1.179,0.282,0.9404,0.0046,0.055,76557600.0
651,0.3,0.47,-0.0082,2.3984,574.03,1987.72,0.7949,4.6411,18.2599,0.2321,8.2111,-2.1259,-0.0026,-0.4188,-0.1744,-0.488,-0.1367,-0.2988,-0.0147,-0.1169,5.5914,1.3501,0.284,0.9406,0.0043,0.055,76675200.0
652,0.3,0.5247,-0.0048,2.3734,579.14,1975.62,0.7502,4.5187,18.8883,0.2286,8.0588,-2.0586,-0.0024,-0.392,-0.1638,-0.5231,-0.1733,-0.2867,-0.0149,-0.1159,5.5906,1.1847,0.2638,0.9409,0.0043,0.0548,76792800.0
653,0.3,0.4675,-0.011,2.3507,591.72,1981.9,0.7665,4.6804,19.6102,0.2356,8.3729,-2.1525,-0.0024,-0.3997,-0.1739,-0.5143,-0.1673,-0.2969,-0.0154,-0.1182,5.5889,1.1772,0.2692,0.941,0.0045,0.0545,76910400.0
654,0.3,0.4604,-0.0091,2.3535,596.54,1993.56,0.7392,4.681,18.6588,0.2337,8.4576,-2.1743,-0.0022,-0.3898,-0.1687,-0.5039,-0.1509,-0.2934,-0.015,-0.118,5.5849,1.3414,0.2636,0.9414,0.0045,0.0541,77028000.0
655,0.29,0.4694,-0.011,2.3413,584.78,1969.3,0.7783,4.5828,17.8149,0.2284,8.1259,-2.084,-0.0025,-0.4152,-0.1738,-0.4815,-0.1437,-0.2941,-0.0146,-0.1161,5.5812,1.3132,0.2768,0.9414,0.0047,0.0539,77145600.0
656,0.29,0.4549,-0.0077,2.3352,587.3,1981.25,0.7447,4.6524,19.5501,0.2374,8.3671,-2.1486,-0.0022,-0.3863,-0.1641,-0.4998,-0.1621,-0.2883,-0.015,-0.1175,5.5841,1.2046,0.254,0.9411,0.0047,0.0542,77263200.0
657,0.29,0.4513,-0.0087,2.3311,579.48,1992.64,0.7906,4.6547,18.882,0.2286,8.2936,-2.1241,-0.0025,-0.4186,-0.181,-0.5246,-0.1354,-0.2965,-0.0149,-0.1176,5.582,1.26,0.2912,0.9407,0.0047,0.0546,77380800.0
658,0.29,0.4444,-0.0072,2.3234,581.41,1988.2,0.7591,4.6317,19.1946,0.2337,8.3016,-2.1324,-0.0023,-0.4018,-0.1644,-0.4925,-0.1348,-0.2906,-0.0147,-0.1165,5.5819,1.2218,0.2724,0.9403,0.0047,0.0551,77498400.0
659,0.29,0.4497,-0.0098,2.2973,607.0,1985.64,0.7471,4.6805,21.3881,0.2357,8.435,-2.1563,-0.0022,-0.3918,-0.1745,-0.5212,-0.1668,-0.2912,-0.0152,-0.1191,5.5796,1.0416,0.2612,0.9402,0.0044,0.0554,77616000.0
660,0.29,0.4504,-0.0087,2.2865,597.95,1982.09,0.7147,4.6145,18.4384,0.2399,8.3513,-2.1228,-0.0021,-0.3713,-0.1616,-0.4887,-0.2007,-0.2863,-0.0155,-0.1187,5.5804,1.2553,0.2472,0.9402,0.0043,0.0555,77733600.0
661,0.29,0.4518,-0.0106,2.2631,579.29,1984.23,0.7499,4.6683,18.3635,0.237,8.3831,-2.1474,-0.0022,-0.3894,-0.1642,-0.4874,-0.1435,-0.291,-0.0148,-0.1163,5.5782,1.3457,0.2571,0.94,0.0043,0.0557,77851200.0
662,0.29,0.4538,-0.0089,2.2658,580.9,1989.23,0.7683,4.6692,19.9834,0.2335,8.3507,-2.1362,-0.0025,-0.407,-0.1715,-0.5122,-0.1774,-0.2946,-0.0154,-0.1192,5.5771,1.1871,0.272,0.9401,0.004,0.0559,77968800.0
663,0.29,0.5135,-0.0082,2.2444,590.08,1964.92,0.7347,4.5747,19.4226,0.2293,8.2354,-2.0938,-0.0022,-0.3821,-0.1682,-0.4904,-0.1579,-0.2854,-0.0149,-0.1161,5.5756,1.1747,0.2544,0.9398,0.0039,0.0563,78086400.0
