iteration,total_iterations,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps,iteration_time_s
1637,30000,0.19,0.118,0.0009,-2.6523,839.69,2000.0,2.529,4.7582,28.0351,0.1562,9.6528,-1.1889,-0.019,-0.2762,-0.193,-0.6227,-0.0647,-0.6264,-0.0151,-0.0906,5.3186,0.154,0.2037,0.9996,0.0004,0.0,192628800.0,2.17
1638,30000,0.19,0.1167,-0.0033,-2.6639,835.15,2000.0,2.5119,4.7644,27.4824,0.1569,9.6438,-1.183,-0.0181,-0.2737,-0.1801,-0.6308,-0.0912,-0.6212,-0.0154,-0.0912,5.3191,0.2035,0.1978,0.9996,0.0004,0.0,192746400.0,1.96
1639,30000,0.19,0.1154,-0.0014,-2.6615,830.57,2000.0,2.5469,4.7561,27.5935,0.158,9.6201,-1.1778,-0.0204,-0.2856,-0.1876,-0.6208,-0.0619,-0.6198,-0.0152,-0.0889,5.3202,0.1927,0.2048,0.9996,0.0004,0.0,192864000.0,1.95
1640,30000,0.19,0.1143,0.003,-2.648,827.42,2000.0,2.5492,4.7532,27.8103,0.1585,9.6429,-1.1789,-0.0198,-0.2818,-0.187,-0.6227,-0.0787,-0.6263,-0.0154,-0.0894,5.3229,0.1733,0.2074,0.9996,0.0004,0.0,192981600.0,1.97
1641,30000,0.19,0.1136,-0.004,-2.682,832.45,2000.0,2.5332,4.7577,27.7824,0.1572,9.6312,-1.1837,-0.0198,-0.2807,-0.1895,-0.6252,-0.0764,-0.6212,-0.0153,-0.0905,5.3212,0.1767,0.2037,0.9996,0.0004,0.0,193099200.0,2.01
1642,30000,0.19,0.1125,-0.0026,-2.6843,823.97,2000.0,2.5238,4.7642,26.8043,0.1581,9.6103,-1.1816,-0.0195,-0.278,-0.1858,-0.627,-0.0787,-0.626,-0.0154,-0.0901,5.3217,0.2646,0.1979,0.9996,0.0004,0.0,193216800.0,1.97
1643,30000,0.19,0.1138,-0.0001,-2.6862,826.88,2000.0,2.5385,4.7604,27.3974,0.1568,9.6432,-1.1838,-0.0193,-0.2821,-0.1913,-0.6317,-0.0794,-0.624,-0.0153,-0.0906,5.3194,0.2116,0.201,0.9996,0.0004,0.0,193334400.0,1.96
1644,30000,0.19,0.1138,-0.0035,-2.6917,830.18,2000.0,2.5403,4.7524,27.5853,0.1569,9.6389,-1.1827,-0.0207,-0.2816,-0.1953,-0.622,-0.0672,-0.6301,-0.0152,-0.0899,5.3226,0.1942,0.2083,0.9996,0.0004,0.0,193452000.0,1.95
1645,30000,0.19,0.1121,-0.0026,-2.699,834.6,2000.0,2.5485,4.7554,27.7066,0.1588,9.6331,-1.1765,-0.0204,-0.2857,-0.1866,-0.6182,-0.067,-0.6225,-0.0151,-0.0884,5.3225,0.1824,0.2055,0.9996,0.0004,0.0,193569600.0,2.02
1646,30000,0.19,0.1117,-0.001,-2.6958,835.41,2000.0,2.5145,4.7582,28.0735,0.1569,9.6439,-1.183,-0.0191,-0.2794,-0.1852,-0.6321,-0.0962,-0.621,-0.0154,-0.0915,5.3246,0.1499,0.2032,0.9996,0.0004,0.0,193687200.0,2.64
1647,30000,0.19,0.1124,-0.0034,-2.7107,831.79,2000.0,2.5408,4.7592,27.3172,0.1568,9.6491,-1.1841,-0.0199,-0.2737,-0.1931,-0.62,-0.0708,-0.628,-0.0153,-0.0902,5.3269,0.2191,0.2023,0.9996,0.0004,0.0,193804800.0,2.11
1648,30000,0.19,0.1158,0.0008,-2.6831,832.78,2000.0,2.537,4.7618,27.2274,0.1579,9.6365,-1.1811,-0.0201,-0.2786,-0.1932,-0.6224,-0.0657,-0.6261,-0.0153,-0.0898,5.3226,0.2262,0.2002,0.9996,0.0004,0.0,193922400.0,2.1
1649,30000,0.19,0.1158,-0.0045,-2.6896,841.22,2000.0,2.5405,4.7541,28.4171,0.1573,9.6444,-1.1793,-0.0191,-0.2849,-0.1901,-0.6185,-0.0583,-0.6221,-0.0151,-0.0887,5.3163,0.1192,0.2067,0.9996,0.0004,0.0,194040000.0,2.04
1650,30000,0.19,0.1139,-0.0021,-2.6837,842.36,2000.0,2.5453,4.7543,27.9045,0.1575,9.6497,-1.1798,-0.0191,-0.2785,-0.1823,-0.6235,-0.0703,-0.622,-0.0152,-0.0898,5.3146,0.165,0.2064,0.9996,0.0004,0.0,194157600.0,1.99
1651,30000,0.19,0.1157,-0.0006,-2.6988,838.28,2000.0,2.5258,4.7505,27.848,0.1586,9.6314,-1.1749,-0.0204,-0.2834,-0.1824,-0.6181,-0.0613,-0.6244,-0.0152,-0.0892,5.3147,0.1689,0.2098,0.9996,0.0004,0.0,194275200.0,1.97
1652,30000,0.19,0.1164,-0.004,-2.7056,829.15,2000.0,2.5519,4.7524,26.904,0.1586,9.6222,-1.178,-0.0204,-0.2856,-0.1912,-0.6156,-0.0624,-0.6326,-0.0152,-0.0885,5.3133,0.2554,0.208,0.9996,0.0004,0.0,194392800.0,1.98
1653,30000,0.19,0.117,-0.0024,-2.6986,828.02,2000.0,2.5368,4.7586,27.9672,0.1585,9.6503,-1.1795,-0.0196,-0.2829,-0.187,-0.6282,-0.0842,-0.6257,-0.0154,-0.0904,5.3107,0.16,0.2027,0.9996,0.0004,0.0,194510400.0,2.36
1654,30000,0.19,0.1174,-0.0029,-2.6993,831.22,2000.0,2.5378,4.7567,27.2177,0.1573,9.6405,-1.1798,-0.0201,-0.2795,-0.1879,-0.6234,-0.0777,-0.6296,-0.0153,-0.0905,5.3129,0.2271,0.2044,0.9996,0.0004,0.0,194628000.0,2.26
1655,30000,0.19,0.1194,-0.0035,-2.723,836.31,2000.0,2.5583,4.7431,28.509,0.1573,9.6583,-1.1807,-0.0206,-0.2824,-0.1946,-0.6138,-0.0657,-0.628,-0.0152,-0.0894,5.3133,0.1107,0.2161,0.9996,0.0004,0.0,194745600.0,2.93
1656,30000,0.19,0.1195,-0.0023,-2.7213,836.72,2000.0,2.5274,4.7579,27.4641,0.1571,9.639,-1.1798,-0.0194,-0.2779,-0.1848,-0.6241,-0.0825,-0.6253,-0.0153,-0.0908,5.3104,0.2055,0.2033,0.9996,0.0004,0.0,194863200.0,2.75
1657,30000,0.19,0.1197,-0.0017,-2.7229,835.94,2000.0,2.5083,4.7549,27.8263,0.157,9.6376,-1.1793,-0.0196,-0.2783,-0.1799,-0.6284,-0.0831,-0.623,-0.0153,-0.0909,5.3105,0.1726,0.206,0.9996,0.0004,0.0,194980800.0,2.52
1658,30000,0.19,0.1217,-0.0024,-2.7238,834.08,2000.0,2.5412,4.7482,27.0061,0.1566,9.6345,-1.1832,-0.0205,-0.2819,-0.1917,-0.6235,-0.0904,-0.6301,-0.0155,-0.0912,5.3129,0.2469,0.2118,0.9996,0.0004,0.0,195098400.0,2.8
1659,30000,0.19,0.1219,-0.0002,-2.7108,831.22,2000.0,2.5526,4.7552,27.3281,0.1569,9.6558,-1.1779,-0.0194,-0.2849,-0.1853,-0.6206,-0.0645,-0.6263,-0.0151,-0.0894,5.3119,0.2175,0.2057,0.9996,0.0004,0.0,195216000.0,2.58
1660,30000,0.19,0.1236,-0.0038,-2.713,824.8,2000.0,2.5271,4.7539,26.7184,0.157,9.6305,-1.1828,-0.0198,-0.2834,-0.2019,-0.6337,-0.0919,-0.6384,-0.0155,-0.0922,5.3146,0.2717,0.2069,0.9996,0.0004,0.0,195333600.0,2.6
1661,30000,0.19,0.123,-0.0032,-2.7303,824.64,2000.0,2.5575,4.7514,27.3899,0.1568,9.6397,-1.1777,-0.0208,-0.2841,-0.1991,-0.6162,-0.0638,-0.6326,-0.0152,-0.0899,5.3157,0.2117,0.2091,0.9996,0.0004,0.0,195451200.0,2.55
1662,30000,0.19,0.1242,-0.0023,-2.7335,826.11,2000.0,2.5401,4.7494,26.8787,0.1575,9.6348,-1.1795,-0.0199,-0.2835,-0.1905,-0.619,-0.0622,-0.6311,-0.0152,-0.0895,5.3179,0.2583,0.2107,0.9996,0.0004,0.0,195568800.0,2.29
1663,30000,0.19,0.1229,-0.004,-2.7517,824.88,2000.0,2.5392,4.7482,27.412,0.1581,9.6549,-1.1824,-0.0192,-0.2821,-0.1909,-0.6236,-0.0622,-0.6302,-0.0152,-0.0899,5.3206,0.2101,0.2117,0.9996,0.0004,0.0,195686400.0,2.28
1664,30000,0.19,0.1229,-0.002,-2.7457,832.25,2000.0,2.539,4.7466,27.8462,0.1573,9.6391,-1.1825,-0.0201,-0.2849,-0.2002,-0.6221,-0.0816,-0.6306,-0.0154,-0.0911,5.3152,0.1704,0.2132,0.9996,0.0004,0.0,195804000.0,2.2
1665,30000,0.19,0.1224,-0.0016,-2.7458,836.44,2000.0,2.5355,4.7544,27.3836,0.1568,9.6381,-1.1796,-0.0197,-0.2796,-0.1825,-0.6266,-0.0771,-0.6259,-0.0152,-0.0907,5.3158,0.2129,0.2064,0.9996,0.0004,0.0,195921600.0,2.24
1666,30000,0.19,0.1231,-0.0036,-2.7602,827.89,2000.0,2.5347,4.7572,27.1725,0.1577,9.6441,-1.1807,-0.0195,-0.2781,-0.1876,-0.6233,-0.0772,-0.6297,-0.0154,-0.0903,5.3185,0.2323,0.204,0.9996,0.0004,0.0,196039200.0,2.5
1667,30000,0.19,0.1219,-0.0012,-2.7532,823.0,2000.0,2.5362,4.7434,27.0454,0.1577,9.5972,-1.1748,-0.0207,-0.2896,-0.193,-0.6233,-0.082,-0.6324,-0.0154,-0.0901,5.3284,0.2425,0.2159,0.9996,0.0004,0.0,196156800.0,2.69
1668,30000,0.19,0.1226,-0.0045,-2.7519,828.81,2000.0,2.5446,4.7493,27.5258,0.1579,9.6388,-1.1778,-0.0204,-0.2796,-0.1926,-0.6164,-0.0709,-0.6312,-0.0154,-0.0899,5.3342,0.1996,0.2109,0.9997,0.0003,0.0,196274400.0,2.56
1669,30000,0.19,0.165,-0.0017,-2.7327,820.5,1980.45,2.5127,4.7049,27.0715,0.1556,9.5514,-1.1682,-0.019,-0.2788,-0.191,-0.6152,-0.0656,-0.6236,-0.0151,-0.0892,5.3273,0.2132,0.2052,0.9998,0.0002,0.0,196392000.0,2.45
1670,30000,0.19,0.1224,0.0068,-2.7241,826.21,1980.45,2.539,4.7499,28.1464,0.1572,9.654,-1.1771,-0.0198,-0.2806,-0.1888,-0.6251,-0.0842,-0.6299,-0.0154,-0.0911,5.3282,0.1435,0.2103,0.9996,0.0004,0.0,196509600.0,2.67
1671,30000,0.19,0.12,-0.0031,-2.7441,836.43,2000.0,2.5551,4.7512,28.2737,0.158,9.6522,-1.1785,-0.02,-0.2824,-0.1944,-0.6192,-0.0642,-0.6306,-0.0153,-0.0899,5.3286,0.1324,0.209,0.9996,0.0004,0.0,196627200.0,2.51
1672,30000,0.19,0.1208,-0.0037,-2.7643,839.89,2000.0,2.5651,4.7397,28.3124,0.1572,9.6421,-1.1734,-0.0211,-0.2908,-0.1966,-0.6185,-0.0702,-0.6322,-0.0153,-0.0899,5.3265,0.1278,0.2193,0.9996,0.0004,0.0,196744800.0,2.53
1673,30000,0.19,0.1228,-0.0017,-2.769,842.17,2000.0,2.5494,4.7522,28.2973,0.1575,9.6587,-1.1805,-0.0194,-0.2778,-0.1877,-0.623,-0.0864,-0.6298,-0.0154,-0.0911,5.3248,0.1308,0.2083,0.9996,0.0004,0.0,196862400.0,2.38
1674,30000,0.19,0.1222,-0.002,-2.7667,836.74,2000.0,2.5337,4.7539,27.6623,0.1584,9.6344,-1.1766,-0.02,-0.284,-0.1934,-0.6231,-0.0783,-0.6254,-0.0154,-0.0901,5.3227,0.1876,0.2068,0.9996,0.0004,0.0,196980000.0,2.39
1675,30000,0.19,0.121,-0.0028,-2.78,835.71,2000.0,2.5469,4.7469,28.0337,0.1579,9.6506,-1.1786,-0.02,-0.2851,-0.1921,-0.6247,-0.0786,-0.6293,-0.0154,-0.0907,5.3208,0.154,0.2128,0.9996,0.0004,0.0,197097600.0,2.69
1676,30000,0.19,0.1216,-0.0027,-2.779,832.39,2000.0,2.5665,4.7466,27.7407,0.1583,9.6504,-1.179,-0.0201,-0.2865,-0.1939,-0.6197,-0.0612,-0.6325,-0.0153,-0.0892,5.3211,0.1802,0.2131,0.9996,0.0004,0.0,197215200.0,2.58
1677,30000,0.19,0.1208,-0.0003,-2.7526,833.77,2000.0,2.548,4.7525,27.5352,0.1579,9.6482,-1.1756,-0.0198,-0.2813,-0.1896,-0.624,-0.0642,-0.6303,-0.0153,-0.0901,5.3235,0.1988,0.2079,0.9996,0.0004,0.0,197332800.0,2.56
1678,30000,0.19,0.1236,-0.004,-2.7773,839.42,2000.0,2.5559,4.7518,28.4047,0.1574,9.6658,-1.1795,-0.0196,-0.275,-0.192,-0.6198,-0.0637,-0.6328,-0.0153,-0.0904,5.3246,0.1211,0.2087,0.9996,0.0004,0.0,197450400.0,2.62
1679,30000,0.19,0.1233,-0.0015,-2.781,830.92,2000.0,2.5304,4.7599,26.8558,0.1574,9.6435,-1.1775,-0.0193,-0.2764,-0.1861,-0.6279,-0.0746,-0.6333,-0.0154,-0.0913,5.3231,0.2615,0.2015,0.9996,0.0004,0.0,197568000.0,2.7
1680,30000,0.19,0.1238,-0.0021,-2.7751,826.3,2000.0,2.555,4.7407,27.7717,0.1572,9.6384,-1.1779,-0.0204,-0.2869,-0.2036,-0.6216,-0.0761,-0.6363,-0.0153,-0.0906,5.321,0.1773,0.2183,0.9996,0.0004,0.0,197685600.0,2.51
1681,30000,0.19,0.1246,-0.0027,-2.7774,828.46,2000.0,2.5384,4.7517,27.2535,0.1574,9.6346,-1.173,-0.0197,-0.2815,-0.1851,-0.6267,-0.0846,-0.6308,-0.0154,-0.0909,5.3221,0.2248,0.2085,0.9996,0.0004,0.0,197803200.0,2.28
1682,30000,0.19,0.1246,-0.0008,-2.7437,827.4,2000.0,2.5712,4.7425,27.2824,0.1578,9.6472,-1.1751,-0.0207,-0.2826,-0.1981,-0.6219,-0.0794,-0.6407,-0.0154,-0.0904,5.3256,0.221,0.2166,0.9996,0.0004,0.0,197920800.0,2.22
1683,30000,0.19,0.1258,-0.0028,-2.7543,825.28,2000.0,2.5561,4.7429,27.4326,0.1563,9.6347,-1.175,-0.0203,-0.2851,-0.1932,-0.6225,-0.0746,-0.6346,-0.0152,-0.0906,5.3199,0.2084,0.2162,0.9996,0.0004,0.0,198038400.0,3.38
1684,30000,0.19,0.1242,-0.0025,-2.751,827.02,2000.0,2.5438,4.7397,27.9007,0.1577,9.6265,-1.175,-0.0195,-0.2868,-0.1882,-0.6259,-0.0741,-0.6314,-0.0152,-0.09,5.3177,0.1654,0.2188,0.9996,0.0004,0.0,198156000.0,3.38
1685,30000,0.19,0.1268,-0.0023,-2.7564,830.16,2000.0,2.5662,4.7428,27.6014,0.1585,9.6386,-1.1697,-0.0198,-0.2856,-0.188,-0.6186,-0.0722,-0.6321,-0.0153,-0.0895,5.3182,0.1925,0.2163,0.9996,0.0004,0.0,198273600.0,2.6
1686,30000,0.19,0.1271,-0.0022,-2.7625,830.5,2000.0,2.5786,4.744,27.4438,0.1595,9.6332,-1.1703,-0.0218,-0.2906,-0.2023,-0.6147,-0.06,-0.6367,-0.0154,-0.0886,5.321,0.2059,0.2152,0.9996,0.0004,0.0,198391200.0,3.11
1687,30000,0.19,0.1284,-0.0028,-2.7552,832.2,2000.0,2.5541,4.7484,27.7452,0.1577,9.6387,-1.1733,-0.0207,-0.2857,-0.1973,-0.6224,-0.0772,-0.6332,-0.0154,-0.0909,5.3244,0.1795,0.2114,0.9996,0.0004,0.0,198508800.0,2.95
1688,30000,0.19,0.1283,-0.002,-2.7649,835.75,2000.0,2.5585,4.7532,27.8048,0.1585,9.653,-1.1749,-0.0202,-0.2822,-0.1926,-0.6261,-0.0807,-0.6354,-0.0155,-0.0907,5.3212,0.1747,0.2073,0.9996,0.0004,0.0,198626400.0,2.88
1689,30000,0.19,0.1282,-0.0026,-2.7783,823.96,2000.0,2.5361,4.7441,27.1625,0.1562,9.6261,-1.1786,-0.0195,-0.2855,-0.2022,-0.6316,-0.0928,-0.637,-0.0155,-0.0919,5.3173,0.2323,0.2153,0.9996,0.0004,0.0,198744000.0,2.92
1690,30000,0.19,0.1299,-0.0016,-2.801,824.63,2000.0,2.5627,4.7408,27.5569,0.1567,9.6513,-1.1806,-0.0204,-0.2811,-0.2053,-0.6207,-0.0787,-0.6421,-0.0154,-0.0912,5.3184,0.1969,0.218,0.9996,0.0004,0.0,198861600.0,3.0
1691,30000,0.19,0.1373,-0.0025,-2.7933,828.06,2000.0,2.5586,4.741,27.458,0.1577,9.6378,-1.1691,-0.0205,-0.2837,-0.1925,-0.619,-0.0666,-0.6392,-0.0153,-0.0902,5.3165,0.2054,0.218,0.9996,0.0004,0.0,198979200.0,2.98
1692,30000,0.19,0.1301,-0.0013,-2.7905,824.1,2000.0,2.5608,4.747,27.2721,0.158,9.6173,-1.1718,-0.0199,-0.2814,-0.1943,-0.6189,-0.0667,-0.6382,-0.0153,-0.0901,5.3165,0.2224,0.2126,0.9996,0.0004,0.0,199096800.0,2.9
1693,30000,0.19,0.1358,-0.0021,-2.775,830.87,2000.0,2.5593,4.7405,28.0836,0.1566,9.6407,-1.1736,-0.0205,-0.286,-0.2009,-0.6233,-0.0908,-0.6369,-0.0154,-0.0916,5.3164,0.1487,0.2182,0.9996,0.0004,0.0,199214400.0,3.07
1694,30000,0.19,0.1419,0.0001,-2.7573,824.19,1980.48,2.4635,4.5511,26.5413,0.1513,9.2553,-1.1254,-0.02,-0.2739,-0.194,-0.5911,-0.0613,-0.6156,-0.0147,-0.0867,5.3175,0.1791,0.2065,0.9995,0.0005,0.0,199332000.0,2.9
1695,30000,0.19,0.1287,-0.0025,-2.765,821.86,1980.48,2.565,4.7453,27.3537,0.1575,9.6477,-1.1753,-0.0208,-0.2796,-0.199,-0.6225,-0.0692,-0.6406,-0.0153,-0.0909,5.3147,0.2158,0.2143,0.9994,0.0006,0.0,199449600.0,2.89
1696,30000,0.19,0.126,-0.0028,-2.7504,827.98,2000.0,2.5448,4.7446,27.4149,0.1572,9.6656,-1.1785,-0.0199,-0.2797,-0.1943,-0.6187,-0.0653,-0.6366,-0.0153,-0.091,5.3166,0.2103,0.2148,0.9994,0.0006,0.0,199567200.0,2.89
1697,30000,0.19,0.1269,-0.0043,-2.7601,835.32,2000.0,2.5559,4.7421,27.6625,0.1576,9.6235,-1.1754,-0.0207,-0.2794,-0.1929,-0.6185,-0.0655,-0.6412,-0.0153,-0.0902,5.3234,0.1871,0.2169,0.9994,0.0006,0.0,199684800.0,2.87
1698,30000,0.19,0.1248,-0.0015,-2.7834,826.57,2000.0,2.5503,4.7446,27.1138,0.1576,9.6354,-1.1724,-0.021,-0.282,-0.1968,-0.619,-0.0698,-0.6387,-0.0153,-0.0905,5.324,0.2368,0.2146,0.9994,0.0006,0.0,199802400.0,2.89
1699,30000,0.19,0.1245,-0.0022,-2.7812,823.24,2000.0,2.5774,4.7446,27.402,0.1585,9.6522,-1.1707,-0.0202,-0.2851,-0.1967,-0.6211,-0.064,-0.6372,-0.0153,-0.0899,5.3246,0.2112,0.2146,0.9994,0.0006,0.0,199920000.0,2.92
1700,30000,0.19,0.1233,-0.0013,-2.7832,839.02,2000.0,2.5689,4.7394,28.3989,0.1586,9.6567,-1.1731,-0.0214,-0.2771,-0.2001,-0.6164,-0.0835,-0.6395,-0.0156,-0.0914,5.3223,0.1201,0.2191,0.9994,0.0006,0.0,200037600.0,2.95
1701,30000,0.19,0.1214,0.0026,-2.7839,838.12,2000.0,2.5725,4.7459,27.6345,0.1578,9.6587,-1.1747,-0.0197,-0.2801,-0.1968,-0.6191,-0.0588,-0.6392,-0.0152,-0.0901,5.3166,0.1902,0.2137,0.9994,0.0006,0.0,200155200.0,3.15
1702,30000,0.19,0.1227,-0.0031,-2.7595,833.06,2000.0,2.5464,4.7457,27.587,0.1579,9.6571,-1.1749,-0.0197,-0.2766,-0.1926,-0.6236,-0.0802,-0.6379,-0.0155,-0.0911,5.3148,0.194,0.2136,0.9994,0.0006,0.0,200272800.0,2.97
1703,30000,0.19,0.1238,-0.0027,-2.7484,832.29,2000.0,2.5616,4.7441,27.532,0.1575,9.6482,-1.1732,-0.0207,-0.2831,-0.1956,-0.6232,-0.0719,-0.6376,-0.0153,-0.0905,5.3159,0.199,0.2151,0.9994,0.0006,0.0,200390400.0,3.07
1704,30000,0.19,0.1215,-0.004,-2.7548,823.78,2000.0,2.5617,4.7394,26.9795,0.1585,9.6409,-1.1688,-0.0203,-0.2826,-0.1913,-0.6195,-0.0652,-0.639,-0.0153,-0.0902,5.3171,0.2485,0.2191,0.9995,0.0005,0.0,200508000.0,2.95
1705,30000,0.19,0.122,-0.0033,-2.7386,829.23,2000.0,2.5449,4.7445,27.6928,0.1566,9.6469,-1.1732,-0.02,-0.281,-0.198,-0.6271,-0.0787,-0.6364,-0.0154,-0.0918,5.3196,0.1849,0.2146,0.9996,0.0004,0.0,200625600.0,2.91
1706,30000,0.19,0.1198,0.0012,-2.7284,829.88,2000.0,2.5806,4.7433,27.4108,0.1572,9.6649,-1.1778,-0.0207,-0.2807,-0.2074,-0.6146,-0.0566,-0.6443,-0.0153,-0.0905,5.3159,0.2101,0.2157,0.9996,0.0004,0.0,200743200.0,2.74
1707,30000,0.19,0.1203,-0.0045,-2.7342,827.31,2000.0,2.5642,4.7508,27.3501,0.1575,9.6561,-1.1771,-0.0195,-0.2747,-0.1982,-0.6233,-0.0827,-0.6425,-0.0155,-0.0918,5.3185,0.2158,0.2091,0.9996,0.0004,0.0,200860800.0,2.2
1708,30000,0.19,0.121,-0.0028,-2.7267,833.34,2000.0,2.5678,4.7354,27.5414,0.157,9.6638,-1.1748,-0.0197,-0.2796,-0.2013,-0.6187,-0.08,-0.6401,-0.0154,-0.0911,5.3234,0.1984,0.2224,0.9996,0.0004,0.0,200978400.0,2.15
1709,30000,0.19,0.1494,-0.0019,-2.7285,816.62,1980.36,2.5123,4.6518,26.1337,0.1542,9.454,-1.1493,-0.0192,-0.2715,-0.1924,-0.6134,-0.0852,-0.6265,-0.0152,-0.0899,5.3198,0.271,0.2063,0.9995,0.0005,0.0,201096000.0,2.18
1710,30000,0.19,0.1342,-0.0039,-2.7388,831.06,1980.36,2.5586,4.7452,28.1499,0.1573,9.6532,-1.172,-0.0205,-0.2804,-0.1972,-0.6188,-0.0733,-0.637,-0.0153,-0.0912,5.3211,0.1432,0.2142,0.9994,0.0006,0.0,201213600.0,2.23
1711,30000,0.19,0.1185,-0.0009,-2.7483,834.59,2000.0,2.5464,4.7471,27.6043,0.1565,9.6789,-1.1778,-0.0188,-0.2774,-0.192,-0.6233,-0.0664,-0.6382,-0.0152,-0.0906,5.3219,0.1931,0.2123,0.9994,0.0006,0.0,201331200.0,2.09
1712,30000,0.19,0.1478,-0.0035,-2.7487,822.43,1982.42,2.5355,4.6869,27.1084,0.1552,9.5423,-1.1598,-0.0188,-0.2775,-0.1979,-0.6205,-0.0891,-0.6322,-0.0153,-0.091,5.3188,0.2047,0.2119,0.9993,0.0007,0.0,201448800.0,2.19
1713,30000,0.19,0.1173,-0.0028,-2.7564,825.35,1982.42,2.5502,4.7463,27.7399,0.1582,9.6434,-1.1743,-0.0189,-0.2826,-0.1947,-0.623,-0.0681,-0.636,-0.0153,-0.0903,5.3206,0.1808,0.213,0.9992,0.0008,0.0,201566400.0,2.23
1714,30000,0.19,0.1188,-0.0022,-2.7572,832.31,2000.0,2.5694,4.7424,27.5923,0.1583,9.667,-1.1723,-0.0202,-0.2748,-0.193,-0.6193,-0.0648,-0.6383,-0.0153,-0.0902,5.3235,0.1934,0.2163,0.9992,0.0008,0.0,201684000.0,2.12
1715,30000,0.19,0.1187,-0.0017,-2.7576,834.23,2000.0,2.5868,4.7339,27.7259,0.1596,9.6479,-1.1677,-0.0202,-0.2861,-0.198,-0.6177,-0.0759,-0.6356,-0.0154,-0.0899,5.3205,0.181,0.2239,0.9992,0.0008,0.0,201801600.0,2.25
1716,30000,0.19,0.1166,-0.0023,-2.7891,834.63,2000.0,2.5801,4.7324,27.821,0.158,9.6498,-1.1779,-0.0206,-0.2818,-0.2076,-0.6151,-0.0539,-0.6442,-0.0152,-0.0899,5.3169,0.1733,0.2252,0.9992,0.0008,0.0,201919200.0,2.18
1717,30000,0.19,0.1176,-0.0023,-2.8186,838.52,2000.0,2.5677,4.7394,27.9848,0.1582,9.6626,-1.1728,-0.0188,-0.273,-0.1897,-0.6219,-0.0949,-0.6364,-0.0155,-0.0919,5.3196,0.1589,0.2189,0.9992,0.0008,0.0,202036800.0,2.11
1718,30000,0.19,0.1189,0.0002,-2.8145,845.24,2000.0,2.5596,4.739,28.3371,0.1584,9.6699,-1.1737,-0.0203,-0.2784,-0.201,-0.6251,-0.0936,-0.6358,-0.0156,-0.0918,5.3153,0.1264,0.2192,0.9992,0.0008,0.0,202154400.0,2.11
1719,30000,0.19,0.1182,-0.0026,-2.8114,830.2,2000.0,2.568,4.739,27.5651,0.1588,9.6594,-1.1733,-0.0197,-0.2796,-0.1931,-0.6206,-0.0684,-0.6369,-0.0153,-0.0906,5.3201,0.1967,0.2194,0.9992,0.0008,0.0,202272000.0,2.09
1720,30000,0.19,0.1179,-0.0012,-2.8123,832.09,2000.0,2.5931,4.7328,27.8746,0.1588,9.6728,-1.1722,-0.0199,-0.2767,-0.2041,-0.6121,-0.0607,-0.6419,-0.0154,-0.0903,5.319,0.1681,0.2248,0.9992,0.0008,0.0,202389600.0,2.02
1721,30000,0.19,0.1189,-0.0008,-2.8126,830.96,2000.0,2.5715,4.7397,27.3261,0.158,9.6698,-1.1694,-0.0196,-0.2761,-0.1863,-0.6245,-0.0816,-0.6352,-0.0154,-0.091,5.3169,0.2181,0.2186,0.9992,0.0008,0.0,202507200.0,2.11
1722,30000,0.19,0.1207,-0.0018,-2.8128,831.91,2000.0,2.5604,4.7429,27.347,0.1597,9.6363,-1.1684,-0.0191,-0.2787,-0.1842,-0.6233,-0.0755,-0.6312,-0.0155,-0.09,5.3178,0.2161,0.2158,0.9992,0.0008,0.0,202624800.0,2.03
1723,30000,0.19,0.12,-0.0006,-2.7793,829.42,2000.0,2.5666,4.7423,27.4238,0.1595,9.6675,-1.1714,-0.0203,-0.2769,-0.1951,-0.6207,-0.082,-0.638,-0.0155,-0.0907,5.3189,0.2088,0.2163,0.9992,0.0008,0.0,202742400.0,2.07
1724,30000,0.19,0.1197,-0.0027,-2.7665,832.24,2000.0,2.5702,4.7341,27.9068,0.1603,9.6382,-1.1709,-0.0202,-0.2784,-0.1949,-0.6145,-0.0676,-0.6358,-0.0154,-0.0898,5.3156,0.1653,0.2237,0.9992,0.0008,0.0,202860000.0,2.1
1725,30000,0.19,0.1204,0.0024,-2.7443,830.27,2000.0,2.5669,4.7434,27.7831,0.1602,9.6518,-1.1713,-0.0193,-0.2768,-0.1971,-0.6194,-0.0607,-0.6373,-0.0154,-0.0895,5.3139,0.1766,0.2155,0.9992,0.0008,0.0,202977600.0,2.13
1726,30000,0.19,0.1202,-0.003,-2.7727,837.49,2000.0,2.5856,4.7439,28.0889,0.1604,9.6665,-1.1702,-0.0197,-0.2792,-0.1999,-0.6162,-0.0579,-0.6366,-0.0153,-0.0889,5.3128,0.1485,0.2151,0.9992,0.0008,0.0,203095200.0,2.07
