iteration,total_iterations,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps,iteration_time_s
985,30000,0.22,0.1202,-0.0045,-1.22,817.17,2000.0,2.2654,4.7366,27.5591,0.1688,9.4968,-1.3123,-0.0196,-0.3066,-0.1785,-0.6223,-0.0828,-0.5402,-0.0154,-0.0865,5.078,0.1931,0.2206,1.0,0.0,0.0,115953600.0,2.03
986,30000,0.22,0.1188,-0.0044,-1.2185,814.14,2000.0,2.2297,4.7454,27.2564,0.1689,9.497,-1.3172,-0.0195,-0.2996,-0.1782,-0.6255,-0.0843,-0.5417,-0.0155,-0.0875,5.079,0.2203,0.213,1.0,0.0,0.0,116071200.0,1.95
987,30000,0.22,0.123,-0.0024,-1.2193,817.41,2000.0,2.2365,4.7439,27.7327,0.1681,9.4955,-1.3194,-0.0192,-0.3096,-0.1828,-0.6256,-0.09,-0.538,-0.0154,-0.0876,5.0794,0.1775,0.2144,1.0,0.0,0.0,116188800.0,1.96
988,30000,0.22,0.121,-0.0037,-1.2383,823.43,2000.0,2.2612,4.7407,27.9552,0.1687,9.4934,-1.3144,-0.0207,-0.3078,-0.183,-0.6194,-0.0794,-0.5404,-0.0154,-0.0868,5.0786,0.1568,0.2172,1.0,0.0,0.0,116306400.0,1.96
989,30000,0.22,0.1215,-0.0042,-1.2651,824.07,2000.0,2.267,4.7389,27.9137,0.168,9.5251,-1.3148,-0.0198,-0.3067,-0.1823,-0.623,-0.0858,-0.5356,-0.0154,-0.0873,5.0799,0.1613,0.2187,1.0,0.0,0.0,116424000.0,1.92
990,30000,0.22,0.1218,-0.0013,-1.2601,825.77,2000.0,2.2664,4.7363,27.9413,0.1672,9.511,-1.3114,-0.0195,-0.307,-0.1832,-0.6201,-0.0747,-0.5382,-0.0153,-0.0868,5.0853,0.1592,0.221,1.0,0.0,0.0,116541600.0,2.0
991,30000,0.22,0.1215,-0.0032,-1.2686,813.47,2000.0,2.2504,4.7391,26.7839,0.1674,9.4956,-1.3128,-0.0199,-0.3056,-0.182,-0.6171,-0.073,-0.5477,-0.0153,-0.0869,5.0874,0.2634,0.2184,1.0,0.0,0.0,116659200.0,2.04
992,30000,0.22,0.1216,-0.0022,-1.2492,809.7,2000.0,2.2536,4.7385,27.49,0.1675,9.4896,-1.3126,-0.0197,-0.307,-0.1823,-0.6178,-0.0753,-0.5383,-0.0153,-0.0868,5.092,0.1995,0.219,1.0,0.0,0.0,116776800.0,1.96
993,30000,0.22,0.1238,-0.0028,-1.2573,816.62,2000.0,2.2471,4.7441,26.8779,0.167,9.5108,-1.3166,-0.0203,-0.305,-0.1849,-0.6253,-0.0967,-0.5409,-0.0155,-0.0885,5.0956,0.2552,0.2141,1.0,0.0,0.0,116894400.0,1.97
994,30000,0.22,0.1219,-0.002,-1.2671,820.06,2000.0,2.2669,4.7443,27.4263,0.167,9.5167,-1.3118,-0.0201,-0.3045,-0.186,-0.6145,-0.0796,-0.5446,-0.0154,-0.0873,5.1007,0.2046,0.2139,1.0,0.0,0.0,117012000.0,1.98
995,30000,0.22,0.1221,-0.0019,-1.2679,819.22,2000.0,2.2669,4.7292,27.1572,0.1686,9.454,-1.3064,-0.0213,-0.3177,-0.1932,-0.6118,-0.0644,-0.5536,-0.0152,-0.0855,5.1045,0.2287,0.2272,1.0,0.0,0.0,117129600.0,1.97
996,30000,0.22,0.1238,-0.0036,-1.2742,816.55,2000.0,2.2282,4.7425,27.1333,0.1671,9.5011,-1.3152,-0.0192,-0.308,-0.1925,-0.6233,-0.0851,-0.5394,-0.0155,-0.0879,5.1032,0.2321,0.2156,1.0,0.0,0.0,117247200.0,1.99
997,30000,0.22,0.1251,-0.0027,-1.2838,820.64,2000.0,2.2782,4.7404,27.8829,0.168,9.4963,-1.3045,-0.0206,-0.312,-0.1832,-0.6215,-0.094,-0.5387,-0.0155,-0.0874,5.1026,0.1632,0.2174,1.0,0.0,0.0,117364800.0,1.95
998,30000,0.22,0.1252,-0.0036,-1.3024,816.38,2000.0,2.2644,4.7448,27.0145,0.1676,9.5335,-1.3076,-0.0198,-0.3014,-0.179,-0.6214,-0.082,-0.5388,-0.0154,-0.0873,5.1026,0.2429,0.2135,1.0,0.0,0.0,117482400.0,1.98
999,30000,0.22,0.1257,-0.0023,-1.2999,820.97,2000.0,2.2482,4.7443,28.051,0.1667,9.5291,-1.3111,-0.0192,-0.3052,-0.1797,-0.6288,-0.0852,-0.5349,-0.0154,-0.0875,5.11,0.15,0.214,1.0,0.0,0.0,117600000.0,1.99
1000,30000,0.22,0.1287,-0.0019,-1.2992,818.28,2000.0,2.2651,4.744,27.0584,0.1676,9.497,-1.3091,-0.0202,-0.3085,-0.1828,-0.6161,-0.0741,-0.5415,-0.0153,-0.0869,5.1149,0.2389,0.2143,1.0,0.0,0.0,117717600.0,1.97
1001,30000,0.22,0.1264,-0.0036,-1.3044,814.62,2000.0,2.2418,4.7493,26.9625,0.1675,9.4881,-1.3082,-0.0195,-0.3058,-0.1826,-0.6213,-0.0723,-0.5389,-0.0154,-0.0868,5.1151,0.2476,0.2098,1.0,0.0,0.0,117835200.0,2.02
1002,30000,0.22,0.127,-0.0011,-1.2764,819.3,2000.0,2.2643,4.7362,27.7507,0.1661,9.5034,-1.3068,-0.0207,-0.3073,-0.1871,-0.6182,-0.0933,-0.5434,-0.0154,-0.088,5.1153,0.1759,0.2209,1.0,0.0,0.0,117952800.0,1.97
1003,30000,0.22,0.1271,-0.0025,-1.2729,825.67,2000.0,2.2628,4.7537,27.8869,0.1666,9.5388,-1.3115,-0.0196,-0.3028,-0.1773,-0.6204,-0.0738,-0.5355,-0.0153,-0.0874,5.1194,0.1647,0.2058,1.0,0.0,0.0,118070400.0,2.0
1004,30000,0.22,0.1257,-0.0032,-1.2723,822.64,2000.0,2.2883,4.7408,27.3275,0.167,9.5139,-1.3012,-0.02,-0.3072,-0.1891,-0.6137,-0.0741,-0.542,-0.0152,-0.0862,5.1266,0.2139,0.2169,1.0,0.0,0.0,118188000.0,1.93
1005,30000,0.22,0.1228,-0.003,-1.288,810.57,2000.0,2.277,4.7364,26.7031,0.168,9.5019,-1.2991,-0.0208,-0.3106,-0.19,-0.6089,-0.0617,-0.5459,-0.0152,-0.0857,5.1316,0.2696,0.2208,1.0,0.0,0.0,118305600.0,1.96
1006,30000,0.22,0.1218,-0.0006,-1.2743,809.33,2000.0,2.2809,4.7377,26.8974,0.1664,9.5075,-1.2995,-0.0211,-0.3053,-0.1843,-0.6165,-0.0749,-0.5445,-0.0152,-0.0869,5.1314,0.252,0.2196,1.0,0.0,0.0,118423200.0,1.96
1007,30000,0.22,0.121,-0.003,-1.2823,815.95,2000.0,2.2704,4.7374,27.2637,0.1665,9.4812,-1.3019,-0.02,-0.3103,-0.1775,-0.6141,-0.0715,-0.5403,-0.0151,-0.0865,5.1356,0.2202,0.2202,1.0,0.0,0.0,118540800.0,1.99
1008,30000,0.22,0.1237,-0.0024,-1.2877,817.02,2000.0,2.2807,4.7329,27.7574,0.1677,9.4948,-1.2993,-0.0203,-0.3111,-0.1823,-0.6137,-0.0765,-0.5397,-0.0153,-0.0861,5.1378,0.175,0.2239,1.0,0.0,0.0,118658400.0,1.94
1009,30000,0.22,0.1205,-0.0007,-1.2835,820.73,2000.0,2.2681,4.7412,26.9683,0.1663,9.4877,-1.3003,-0.0202,-0.3088,-0.1817,-0.6132,-0.0684,-0.5422,-0.0152,-0.0863,5.1442,0.2466,0.2166,1.0,0.0,0.0,118776000.0,1.99
1010,30000,0.22,0.1228,-0.002,-1.3092,825.0,2000.0,2.2913,4.7365,27.8832,0.1665,9.5377,-1.2955,-0.0209,-0.3064,-0.1787,-0.615,-0.0708,-0.5383,-0.0152,-0.0862,5.1507,0.1644,0.2207,1.0,0.0,0.0,118893600.0,1.92
1011,30000,0.22,0.1213,-0.0029,-1.3,816.71,2000.0,2.2665,4.7456,26.6518,0.1659,9.4743,-1.2978,-0.02,-0.3053,-0.1752,-0.6198,-0.0856,-0.5466,-0.0153,-0.0873,5.151,0.2755,0.2129,1.0,0.0,0.0,119011200.0,1.98
1012,30000,0.22,0.1192,-0.0036,-1.2931,807.85,2000.0,2.2946,4.7323,26.5852,0.1665,9.4835,-1.2929,-0.0204,-0.3073,-0.1774,-0.607,-0.0738,-0.5498,-0.0152,-0.0859,5.155,0.281,0.2244,1.0,0.0,0.0,119128800.0,1.96
1013,30000,0.22,0.122,-0.0043,-1.3206,819.6,2000.0,2.2798,4.7435,28.1332,0.1665,9.5271,-1.2952,-0.0201,-0.3053,-0.1735,-0.6168,-0.0714,-0.536,-0.0152,-0.0868,5.1594,0.1422,0.2148,1.0,0.0,0.0,119246400.0,1.96
1014,30000,0.22,0.1219,-0.0034,-1.3099,824.24,2000.0,2.259,4.743,27.7396,0.1659,9.5199,-1.2972,-0.0196,-0.309,-0.1782,-0.6217,-0.077,-0.5396,-0.0152,-0.0871,5.161,0.1778,0.215,1.0,0.0,0.0,119364000.0,1.99
1015,30000,0.22,0.1206,-0.0022,-1.3157,809.61,2000.0,2.2852,4.7482,26.4742,0.1658,9.5046,-1.2964,-0.0198,-0.308,-0.1837,-0.6148,-0.0686,-0.5409,-0.0152,-0.086,5.1631,0.2913,0.2105,1.0,0.0,0.0,119481600.0,2.01
1016,30000,0.22,0.1229,-0.0031,-1.2882,818.6,2000.0,2.3,4.7455,27.3527,0.1649,9.5025,-1.2936,-0.0204,-0.3053,-0.1792,-0.6145,-0.0787,-0.5454,-0.0152,-0.087,5.1671,0.2121,0.2129,1.0,0.0,0.0,119599200.0,1.98
1017,30000,0.22,0.123,-0.0019,-1.2859,822.75,2000.0,2.2707,4.7478,27.439,0.1642,9.5189,-1.2998,-0.0206,-0.3083,-0.177,-0.6232,-0.0756,-0.5385,-0.0151,-0.0879,5.168,0.205,0.211,1.0,0.0,0.0,119716800.0,1.98
1018,30000,0.22,0.1215,-0.0044,-1.288,829.9,2000.0,2.2784,4.7383,28.1447,0.1652,9.5162,-1.2977,-0.0204,-0.3081,-0.1785,-0.6131,-0.0722,-0.5364,-0.0151,-0.0868,5.1678,0.1409,0.2192,1.0,0.0,0.0,119834400.0,1.95
1019,30000,0.22,0.122,-0.0024,-1.3081,829.99,2000.0,2.3108,4.739,27.7576,0.1656,9.5082,-1.2884,-0.0208,-0.3107,-0.1814,-0.6173,-0.0837,-0.5404,-0.0153,-0.0872,5.1694,0.1753,0.2185,1.0,0.0,0.0,119952000.0,2.17
1020,30000,0.22,0.1191,-0.0025,-1.3399,815.63,2000.0,2.2867,4.7386,26.9143,0.1653,9.4765,-1.2902,-0.0211,-0.3101,-0.1788,-0.6084,-0.0715,-0.5422,-0.0151,-0.0861,5.172,0.2516,0.219,1.0,0.0,0.0,120069600.0,1.99
1021,30000,0.22,0.1192,-0.0023,-1.336,813.49,2000.0,2.2767,4.7461,27.2423,0.1653,9.5111,-1.2945,-0.0201,-0.3057,-0.1763,-0.6149,-0.0751,-0.5413,-0.0151,-0.0869,5.1737,0.2224,0.2124,1.0,0.0,0.0,120187200.0,1.98
1022,30000,0.22,0.1193,-0.0034,-1.3451,815.8,2000.0,2.2895,4.7387,26.8644,0.1647,9.4927,-1.2931,-0.0197,-0.3093,-0.185,-0.6117,-0.0778,-0.5418,-0.0151,-0.0868,5.1764,0.2568,0.2189,1.0,0.0,0.0,120304800.0,1.99
1023,30000,0.22,0.1161,-0.0033,-1.3715,821.86,2000.0,2.2747,4.7417,27.5339,0.165,9.5315,-1.2937,-0.0203,-0.3069,-0.1773,-0.6128,-0.0662,-0.5411,-0.015,-0.0863,5.1799,0.1961,0.2163,1.0,0.0,0.0,120422400.0,1.96
1024,30000,0.22,0.1183,-0.0044,-1.3882,819.14,2000.0,2.2919,4.7426,27.2506,0.1645,9.5219,-1.2918,-0.0203,-0.3024,-0.1802,-0.6168,-0.0933,-0.5433,-0.0154,-0.0878,5.1878,0.2214,0.2155,1.0,0.0,0.0,120540000.0,1.95
1025,30000,0.22,0.1186,0.0005,-1.3728,823.34,2000.0,2.3127,4.7426,28.1213,0.1638,9.5082,-1.2876,-0.0208,-0.3101,-0.18,-0.6206,-0.0949,-0.5395,-0.0152,-0.0877,5.1939,0.143,0.2155,1.0,0.0,0.0,120657600.0,1.94
1026,30000,0.22,0.12,-0.0047,-1.4044,821.63,2000.0,2.2728,4.748,26.8717,0.1655,9.5158,-1.2967,-0.0195,-0.3063,-0.1801,-0.6148,-0.067,-0.5429,-0.0151,-0.0865,5.1994,0.2558,0.2107,1.0,0.0,0.0,120775200.0,1.94
1027,30000,0.22,0.119,-0.001,-1.3912,820.14,2000.0,2.3012,4.7352,27.4433,0.1645,9.5045,-1.2826,-0.0211,-0.31,-0.1815,-0.6122,-0.0837,-0.5424,-0.0151,-0.0869,5.1956,0.2032,0.2221,1.0,0.0,0.0,120892800.0,1.97
1028,30000,0.22,0.119,-0.003,-1.3912,820.25,2000.0,2.3052,4.7362,27.9465,0.1651,9.5143,-1.2832,-0.0207,-0.3141,-0.1801,-0.6175,-0.0904,-0.5405,-0.0153,-0.0867,5.1974,0.1578,0.2209,1.0,0.0,0.0,121010400.0,1.96
1029,30000,0.22,0.1182,-0.0013,-1.3741,813.28,2000.0,2.29,4.7433,26.8373,0.165,9.4876,-1.2878,-0.0196,-0.3079,-0.1774,-0.6129,-0.0929,-0.5419,-0.0152,-0.0869,5.2041,0.2587,0.215,1.0,0.0,0.0,121128000.0,1.95
1030,30000,0.22,0.119,-0.0034,-1.3961,814.52,2000.0,2.2789,4.7411,27.4271,0.1641,9.5112,-1.2892,-0.0202,-0.3054,-0.1783,-0.6137,-0.0861,-0.5418,-0.0152,-0.0875,5.2068,0.2064,0.2168,1.0,0.0,0.0,121245600.0,1.94
1031,30000,0.22,0.1183,-0.0027,-1.3842,826.34,2000.0,2.3017,4.7406,27.7822,0.1638,9.5452,-1.2885,-0.0199,-0.3024,-0.1795,-0.6162,-0.0945,-0.5399,-0.0153,-0.088,5.2108,0.1739,0.2171,1.0,0.0,0.0,121363200.0,1.96
1032,30000,0.22,0.1185,-0.0043,-1.4094,830.13,2000.0,2.2847,4.7453,27.7732,0.1654,9.5043,-1.2861,-0.0203,-0.3074,-0.1869,-0.6092,-0.0743,-0.5428,-0.0152,-0.0862,5.2148,0.1734,0.2132,1.0,0.0,0.0,121480800.0,1.94
1033,30000,0.22,0.1197,-0.0029,-1.39,822.49,2000.0,2.2981,4.744,27.4251,0.1644,9.5332,-1.2846,-0.0201,-0.3043,-0.1775,-0.6166,-0.0837,-0.5436,-0.0152,-0.0872,5.2166,0.2061,0.2142,1.0,0.0,0.0,121598400.0,1.94
1034,30000,0.22,0.1189,-0.0017,-1.3915,813.82,2000.0,2.2829,4.7492,26.5649,0.164,9.5166,-1.2874,-0.0197,-0.3055,-0.178,-0.6121,-0.0609,-0.5425,-0.0149,-0.0865,5.223,0.2842,0.2099,1.0,0.0,0.0,121716000.0,1.94
1035,30000,0.22,0.1186,-0.0016,-1.3832,813.27,2000.0,2.2937,4.7474,26.6642,0.1641,9.5095,-1.2846,-0.0202,-0.3079,-0.1753,-0.6171,-0.0761,-0.5439,-0.015,-0.087,5.2293,0.2745,0.2113,1.0,0.0,0.0,121833600.0,1.98
1036,30000,0.22,0.116,-0.0041,-1.4134,818.84,2000.0,2.2873,4.7506,27.2601,0.1641,9.5088,-1.2851,-0.02,-0.306,-0.1735,-0.615,-0.0668,-0.5449,-0.015,-0.0863,5.2333,0.221,0.2086,1.0,0.0,0.0,121951200.0,1.97
1037,30000,0.22,0.1171,-0.0019,-1.4044,830.42,2000.0,2.309,4.7456,27.7469,0.1649,9.5233,-1.2796,-0.0197,-0.3075,-0.1784,-0.6175,-0.0873,-0.5423,-0.0152,-0.0866,5.2372,0.1766,0.2128,1.0,0.0,0.0,122068800.0,2.04
1038,30000,0.22,0.1174,0.0006,-1.3948,822.66,2000.0,2.3036,4.7445,27.1309,0.1636,9.4953,-1.2812,-0.02,-0.3099,-0.1762,-0.6161,-0.0805,-0.5439,-0.015,-0.0867,5.2466,0.2318,0.2139,1.0,0.0,0.0,122186400.0,1.97
1039,30000,0.22,0.1158,-0.0038,-1.3965,810.96,2000.0,2.2928,4.7453,26.7958,0.1633,9.5049,-1.2817,-0.0198,-0.3029,-0.1767,-0.6095,-0.0796,-0.5437,-0.0151,-0.0868,5.252,0.263,0.2132,1.0,0.0,0.0,122304000.0,1.96
1040,30000,0.22,0.1145,-0.0019,-1.405,811.73,2000.0,2.2978,4.7515,26.8136,0.1633,9.5065,-1.2833,-0.0196,-0.3038,-0.1803,-0.616,-0.0741,-0.548,-0.015,-0.0873,5.2538,0.2615,0.208,1.0,0.0,0.0,122421600.0,2.0
1041,30000,0.22,0.1142,-0.0031,-1.4134,815.58,2000.0,2.319,4.7442,27.5119,0.1628,9.5243,-1.2786,-0.0207,-0.3069,-0.1772,-0.6136,-0.0705,-0.5431,-0.0149,-0.087,5.254,0.198,0.2141,1.0,0.0,0.0,122539200.0,1.97
1042,30000,0.22,0.1136,-0.0015,-1.4042,815.38,2000.0,2.3252,4.7329,26.762,0.1641,9.5069,-1.2709,-0.0209,-0.3153,-0.1805,-0.6113,-0.0621,-0.5493,-0.0149,-0.0859,5.2568,0.2653,0.2239,1.0,0.0,0.0,122656800.0,1.96
1043,30000,0.22,0.1147,-0.0024,-1.4088,799.61,2000.0,2.3047,4.7476,26.5782,0.1635,9.4929,-1.2788,-0.0204,-0.3085,-0.1771,-0.6123,-0.0753,-0.547,-0.015,-0.087,5.2564,0.2821,0.2112,1.0,0.0,0.0,122774400.0,1.99
1044,30000,0.22,0.1144,-0.0027,-1.409,815.49,2000.0,2.3041,4.7466,27.4645,0.1629,9.5278,-1.2777,-0.0202,-0.3039,-0.1771,-0.6157,-0.075,-0.5477,-0.015,-0.0867,5.2595,0.2025,0.2119,1.0,0.0,0.0,122892000.0,1.97
1045,30000,0.22,0.118,-0.0018,-1.3967,822.83,2000.0,2.3094,4.7419,27.3357,0.1625,9.5209,-1.2775,-0.0209,-0.3057,-0.1835,-0.6127,-0.0765,-0.5498,-0.015,-0.0873,5.261,0.2134,0.216,1.0,0.0,0.0,123009600.0,2.0
1046,30000,0.22,0.1178,-0.0024,-1.4099,825.45,2000.0,2.279,4.7475,27.6997,0.1631,9.5365,-1.2852,-0.0192,-0.3061,-0.178,-0.6169,-0.0726,-0.539,-0.0149,-0.0873,5.2653,0.1826,0.2112,1.0,0.0,0.0,123127200.0,2.0
1047,30000,0.22,0.1197,0.0026,-1.4148,823.93,2000.0,2.2977,4.7572,27.8814,0.1628,9.5405,-1.2818,-0.0198,-0.2999,-0.1729,-0.6225,-0.0886,-0.5443,-0.0151,-0.0883,5.2701,0.1654,0.2029,1.0,0.0,0.0,123244800.0,1.95
1048,30000,0.21,0.1178,-0.0039,-1.4341,815.05,2000.0,2.3042,4.7445,26.6401,0.1642,9.502,-1.2777,-0.0203,-0.3101,-0.1796,-0.6117,-0.0653,-0.5437,-0.0149,-0.0864,5.2698,0.2768,0.214,1.0,0.0,0.0,123362400.0,1.97
1049,30000,0.22,0.1165,-0.0054,-1.4544,816.28,2000.0,2.3144,4.7335,27.4832,0.1639,9.5052,-1.2728,-0.0206,-0.3176,-0.1801,-0.6196,-0.0816,-0.5454,-0.0151,-0.0866,5.2738,0.2001,0.2233,1.0,0.0,0.0,123480000.0,2.07
1050,30000,0.21,0.1166,-0.0013,-1.4449,824.16,2000.0,2.2948,4.7485,27.064,0.1635,9.5189,-1.2793,-0.0199,-0.3063,-0.1765,-0.6168,-0.0712,-0.5477,-0.015,-0.0867,5.2784,0.2386,0.2103,1.0,0.0,0.0,123597600.0,1.96
1051,30000,0.21,0.1175,-0.0033,-1.4898,818.32,2000.0,2.2963,4.7482,27.6447,0.1629,9.5223,-1.2801,-0.0199,-0.3098,-0.1832,-0.6186,-0.0713,-0.5418,-0.0149,-0.0872,5.2842,0.1859,0.2108,1.0,0.0,0.0,123715200.0,1.97
1052,30000,0.21,0.1182,-0.001,-1.4881,820.22,2000.0,2.2981,4.7467,27.6841,0.1642,9.5241,-1.2739,-0.0199,-0.3104,-0.1757,-0.6192,-0.0694,-0.5435,-0.015,-0.0867,5.2861,0.1827,0.2119,1.0,0.0,0.0,123832800.0,2.0
1053,30000,0.21,0.1163,-0.005,-1.4846,819.4,2000.0,2.3022,4.7394,27.0137,0.1629,9.4909,-1.2737,-0.02,-0.3107,-0.179,-0.6155,-0.0712,-0.5494,-0.0149,-0.0872,5.2885,0.243,0.2184,1.0,0.0,0.0,123950400.0,1.96
1054,30000,0.21,0.1167,-0.0029,-1.4759,818.9,2000.0,2.3286,4.7503,28.0868,0.1623,9.5417,-1.2719,-0.02,-0.3078,-0.1736,-0.6167,-0.0664,-0.546,-0.0148,-0.087,5.2906,0.1467,0.2088,1.0,0.0,0.0,124068000.0,1.96
1055,30000,0.21,0.1141,0.003,-1.4803,829.37,2000.0,2.2889,4.751,27.9313,0.1628,9.5556,-1.2779,-0.0195,-0.3017,-0.1742,-0.6202,-0.0846,-0.5416,-0.0151,-0.0876,5.288,0.1615,0.2082,1.0,0.0,0.0,124185600.0,1.94
1056,30000,0.21,0.1145,-0.0046,-1.4876,830.53,2000.0,2.321,4.7416,27.8868,0.1636,9.5382,-1.2727,-0.02,-0.3083,-0.1756,-0.6136,-0.0641,-0.5479,-0.0149,-0.0864,5.2881,0.1646,0.2163,1.0,0.0,0.0,124303200.0,1.95
1057,30000,0.21,0.1148,-0.0027,-1.4586,833.0,2000.0,2.3081,4.7499,28.2284,0.1647,9.5577,-1.2718,-0.0196,-0.3051,-0.172,-0.6196,-0.0817,-0.5428,-0.0151,-0.0872,5.2936,0.1343,0.2092,1.0,0.0,0.0,124420800.0,1.97
1058,30000,0.21,0.1155,-0.0045,-1.4757,819.37,2000.0,2.2985,4.7445,27.3366,0.1626,9.5261,-1.275,-0.0201,-0.3071,-0.1737,-0.623,-0.0889,-0.5468,-0.015,-0.0881,5.2948,0.2151,0.2139,1.0,0.0,0.0,124538400.0,1.97
1059,30000,0.21,0.1149,-0.0019,-1.4684,814.61,2000.0,2.3084,4.7444,27.2658,0.1625,9.5385,-1.276,-0.0203,-0.3078,-0.1813,-0.6233,-0.0774,-0.5478,-0.015,-0.088,5.2933,0.2209,0.2138,1.0,0.0,0.0,124656000.0,1.92
1060,30000,0.21,0.1145,-0.0036,-1.4689,816.12,2000.0,2.3182,4.7421,27.0451,0.1629,9.5182,-1.2719,-0.0201,-0.3055,-0.18,-0.6181,-0.0856,-0.5499,-0.0151,-0.0874,5.2944,0.2406,0.2158,1.0,0.0,0.0,124773600.0,1.97
1061,30000,0.21,0.1183,-0.0044,-1.5037,821.18,2000.0,2.3315,4.7462,27.804,0.1643,9.5269,-1.2672,-0.0209,-0.314,-0.1792,-0.6212,-0.066,-0.5486,-0.0149,-0.0858,5.2975,0.1716,0.2124,1.0,0.0,0.0,124891200.0,1.94
1062,30000,0.21,0.1172,-0.0025,-1.5137,817.79,2000.0,2.2926,4.7511,27.3853,0.1619,9.5343,-1.276,-0.0198,-0.3058,-0.1783,-0.6196,-0.0839,-0.5478,-0.0149,-0.088,5.3002,0.2105,0.208,1.0,0.0,0.0,125008800.0,1.98
1063,30000,0.21,0.1172,-0.0026,-1.5373,821.5,2000.0,2.3042,4.754,27.3973,0.1633,9.5306,-1.2728,-0.0199,-0.308,-0.1748,-0.6249,-0.0786,-0.548,-0.015,-0.0873,5.2993,0.2095,0.2056,1.0,0.0,0.0,125126400.0,1.95
1064,30000,0.21,0.1181,-0.0016,-1.5371,817.54,2000.0,2.2837,4.7455,26.7391,0.1617,9.523,-1.2774,-0.0198,-0.3039,-0.1697,-0.6233,-0.0821,-0.5504,-0.0149,-0.0885,5.2974,0.2696,0.2129,1.0,0.0,0.0,125244000.0,1.96
1065,30000,0.21,0.1183,-0.003,-1.5446,809.52,2000.0,2.337,4.7334,26.4207,0.1618,9.5082,-1.2678,-0.021,-0.3133,-0.1811,-0.6259,-0.0891,-0.5509,-0.015,-0.0881,5.3015,0.2972,0.2233,1.0,0.0,0.0,125361600.0,1.92
1066,30000,0.21,0.1159,-0.0019,-1.5485,815.96,2000.0,2.302,4.7467,27.5786,0.1617,9.549,-1.2765,-0.0198,-0.3101,-0.1804,-0.6261,-0.0779,-0.5474,-0.0149,-0.0882,5.3027,0.1931,0.212,1.0,0.0,0.0,125479200.0,1.99
1067,30000,0.21,0.1166,-0.0037,-1.5445,817.24,2000.0,2.3261,4.7422,27.5205,0.1629,9.5124,-1.2682,-0.021,-0.316,-0.1793,-0.6202,-0.0663,-0.5485,-0.0148,-0.0865,5.3043,0.1975,0.2157,1.0,0.0,0.0,125596800.0,1.92
1068,30000,0.21,0.1198,-0.0025,-1.5255,824.76,2000.0,2.3168,4.7429,27.4398,0.1624,9.559,-1.2706,-0.0199,-0.3067,-0.1761,-0.6226,-0.0832,-0.5486,-0.015,-0.088,5.3046,0.2056,0.2151,1.0,0.0,0.0,125714400.0,1.96
1069,30000,0.21,0.1188,-0.0041,-1.542,822.3,2000.0,2.3197,4.7452,27.1663,0.1619,9.5227,-1.272,-0.0204,-0.3083,-0.1815,-0.6224,-0.0767,-0.5502,-0.015,-0.0881,5.3034,0.2301,0.2132,1.0,0.0,0.0,125832000.0,1.92
1070,30000,0.21,0.1194,0.0006,-1.5415,813.95,2000.0,2.3056,4.7554,26.9203,0.1623,9.5468,-1.2733,-0.0197,-0.3012,-0.1716,-0.6266,-0.0829,-0.5484,-0.015,-0.0884,5.3043,0.2534,0.2043,1.0,0.0,0.0,125949600.0,1.99
1071,30000,0.21,0.1178,-0.0048,-1.5624,818.92,2000.0,2.304,4.7428,27.798,0.1619,9.5621,-1.2727,-0.0197,-0.3056,-0.1747,-0.6238,-0.0806,-0.5476,-0.0149,-0.0884,5.3052,0.1732,0.2152,1.0,0.0,0.0,126067200.0,1.96
1072,30000,0.21,0.1198,-0.0027,-1.5678,827.09,2000.0,2.3288,4.7441,27.808,0.1622,9.5267,-1.2664,-0.0207,-0.3099,-0.179,-0.6222,-0.083,-0.5503,-0.015,-0.0876,5.301,0.1719,0.214,1.0,0.0,0.0,126184800.0,1.96
1073,30000,0.21,0.1193,-0.0043,-1.5819,822.77,2000.0,2.3127,4.7545,27.3832,0.1613,9.5321,-1.2718,-0.0195,-0.303,-0.1778,-0.6226,-0.0772,-0.5513,-0.0148,-0.0876,5.3077,0.2109,0.2051,1.0,0.0,0.0,126302400.0,1.97
1074,30000,0.21,0.1172,-0.0029,-1.5649,818.74,2000.0,2.3329,4.7387,27.4722,0.1627,9.5343,-1.2662,-0.0202,-0.3113,-0.18,-0.6244,-0.0785,-0.5529,-0.0149,-0.0876,5.3098,0.2024,0.2187,1.0,0.0,0.0,126420000.0,2.03
1075,30000,0.21,0.1183,-0.0031,-1.5637,825.12,2000.0,2.3032,4.753,27.5346,0.1617,9.5678,-1.2756,-0.0194,-0.3062,-0.1731,-0.6261,-0.0617,-0.5513,-0.0147,-0.088,5.3084,0.1973,0.2066,1.0,0.0,0.0,126537600.0,1.97
1076,30000,0.21,0.1169,-0.0015,-1.5613,825.35,2000.0,2.3029,4.7468,27.4323,0.1622,9.5424,-1.2687,-0.0197,-0.3054,-0.1762,-0.6263,-0.0723,-0.5482,-0.0149,-0.0882,5.3109,0.2064,0.2118,1.0,0.0,0.0,126655200.0,1.98
